Time(ms),Roll(Rads),Pitch(Rads),Yaw(Rads),VelX(m/s),VelY(m/s),VelZ(m/s),AccX(g x 10^3),AccY(g x 10^3),AccZ(g x 10^3),Altitude(m),,,,First odometry csv sampled at 200HZ which is 5ms
4087,0.03186971,0.1551947,0.02600541,0,0,0,0,0,0,0,,,,
4092,0.03186971,0.1551947,0.02600541,0,0,0,0,0,0,0,,,,
4097,0.03186971,0.1551947,0.02600541,0,0,0,0,0,0,0,,,,
4102,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4107,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4112,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4117,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4122,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4127,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4132,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4137,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4142,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4147,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4152,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4157,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4162,0.05099852,0.22794,0.01947788,0,0,0,0,0,0,0,,,,
4167,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4172,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4177,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4182,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4187,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4192,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4197,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4202,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4207,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4212,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4217,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4222,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4227,0.08122762,0.3024132,0.02682571,0,0,0,0,0,0,0,,,,
4232,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4237,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4242,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4247,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4252,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4257,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4262,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4267,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4272,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4277,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4282,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4287,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4293,0.1019272,0.3651403,0.04530875,0,0,0,0,0,0,0,,,,
4297,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4302,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4307,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4312,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4317,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4323,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4327,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4332,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4337,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4342,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4347,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4352,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4357,0.1231504,0.4102571,0.05976008,0,0,0,0,0,0,0,,,,
4362,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4367,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4372,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4377,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4382,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4388,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4392,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4397,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4402,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4407,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4412,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4417,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4422,0.1342158,0.4294208,0.05448918,0,0,0,0,0,0,0,,,,
4427,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4432,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4437,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4442,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4447,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4452,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4457,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4462,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4467,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4472,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4477,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4482,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4487,0.1371829,0.449335,0.03057817,0,0,0,0,0,0,0,,,,
4492,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4497,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4502,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4507,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4512,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4517,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4522,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4527,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4532,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4537,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4542,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4547,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4552,0.1354201,0.4669105,-0.002949606,0,0,0,0,0,0,0,,,,
4557,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4562,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4567,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4572,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4577,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4582,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4587,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4592,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4597,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4602,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4607,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4612,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4617,0.1379857,0.4679577,-0.03645993,0,0,0,0,0,0,0,,,,
4622,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4627,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4632,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4637,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4642,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4647,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4652,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4657,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4662,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4667,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4672,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4677,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4682,0.1566782,0.4364195,-0.06455973,0,0,0,0,0,0,0,,,,
4688,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4693,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4698,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4703,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4708,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4713,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4718,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4723,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4728,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4733,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4738,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4743,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4748,0.1782505,0.375909,-0.08426449,0,0,0,0,0,0,0,,,,
4753,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4758,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4763,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4768,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4773,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4778,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4783,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4788,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4793,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4798,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4803,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4808,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4813,0.1968382,0.3151192,-0.1030791,0,0,0,0,0,0,0,,,,
4818,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4823,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4828,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4833,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4838,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4843,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4848,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4853,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4858,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4863,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4868,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4873,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4878,0.2000845,0.278956,-0.1270949,0,0,0,0,0,0,0,,,,
4883,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4888,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4893,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4898,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4903,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4908,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4913,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4918,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4923,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4928,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4933,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4939,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4943,0.1958434,0.257471,-0.1550027,0,0,0,0,0,0,0,,,,
4951,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4955,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4960,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4965,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4970,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4975,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4980,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4985,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4990,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
4995,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
5000,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
5005,0.1844115,0.2425309,-0.1776745,0,0,0,0,0,0,0,,,,
5010,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5015,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5020,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5025,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5030,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5035,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5040,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5045,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5050,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5055,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5060,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5065,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5070,0.1717404,0.2112372,-0.2000496,0,0,0,0,0,0,0,,,,
5075,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5080,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5085,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5090,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5095,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5101,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5106,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5111,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5116,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5121,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5126,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5131,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5136,0.1478119,0.1699253,-0.2275909,0,0,0,0,0,0,0,,,,
5141,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5146,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5151,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5156,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5161,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5166,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5171,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5176,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5181,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5186,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5191,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5196,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5201,0.1308648,0.1376367,-0.2493028,0,0,0,0,0,0,0,,,,
5206,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5211,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5216,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5221,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5226,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5231,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5236,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5241,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5246,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5251,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5256,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5261,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5266,0.1188569,0.1144587,-0.2653948,0,0,0,0,0,0,0,,,,
5271,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5276,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5281,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5286,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5291,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5296,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5301,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5306,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5311,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5316,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5321,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5327,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5332,0.1114218,0.07005751,-0.2785546,0,0,0,0,0,0,0,,,,
5337,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5342,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5347,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5352,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5357,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5362,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5367,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5372,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5377,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5382,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5388,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5393,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5398,0.09395107,0.02124066,-0.2880142,0,0,0,0,0,0,0,,,,
5403,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5408,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5413,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5418,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5423,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5428,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5433,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5438,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5443,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5448,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5453,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5458,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5463,0.06586873,-0.02282891,-0.2937389,0,0,0,0,0,0,0,,,,
5468,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5473,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5478,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5483,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5488,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5493,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5498,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5503,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5508,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5513,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5518,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5524,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5528,0.04475024,-0.06009169,-0.2882586,0,0,0,0,0,0,0,,,,
5533,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5538,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5543,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5548,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5553,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5558,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5563,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5568,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5573,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5578,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5583,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5588,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5593,0.03686135,-0.1067618,-0.2717652,0,0,0,0,0,0,0,,,,
5598,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5603,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5608,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5613,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5618,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5623,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5628,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5633,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5638,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5643,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5648,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5653,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5658,0.04139921,-0.1623156,-0.2543992,0,0,0,0,0,0,0,,,,
5663,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5668,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5673,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5678,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5683,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5688,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5693,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5698,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5703,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5708,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5713,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5718,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5723,0.04431391,-0.2202082,-0.2420772,0,0,0,0,0,0,0,,,,
5728,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5733,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5738,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5743,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5748,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5753,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5758,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5763,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5768,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5773,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5778,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5783,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5788,0.04059636,-0.2660929,-0.2343977,0,0,0,0,0,0,0,,,,
5793,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5798,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5803,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5808,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5813,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5818,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5823,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
5828,0.0381529,-0.3000919,-0.2355147,0,0,0,0,0,0,0,,,,
