Time(ms),Roll(Rads),Pitch(Rads),Yaw(Rads),VelX(m/s),VelY(m/s),VelZ(m/s),AccX(g x 10^3),AccY(g x 10^3),AccZ(g x 10^3),Altitude(m),,,,First odometry csv sampled at 200HZ which is 5ms
9602,-0.9158266,0.2171539,-1.217803,0,0,0,0,0,0,0,,,,
9607,-0.9158266,0.2171539,-1.217803,0,0,0,0,0,0,0,,,,
9612,-0.9158266,0.2171539,-1.217803,0,0,0,0,0,0,0,,,,
9617,-0.9158266,0.2171539,-1.217803,0,0,0,0,0,0,0,,,,
9622,-0.9158266,0.2171539,-1.217803,0,0,0,0,0,0,0,,,,
9627,-0.9158266,0.2171539,-1.217803,0,0,0,0,0,0,0,,,,
9632,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9637,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9642,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9647,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9652,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9657,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9662,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9667,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9672,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9677,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9682,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9687,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9692,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9697,-0.9319186,0.1976062,-1.26313,0,0,0,0,0,0,0,,,,
9702,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9707,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9712,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9717,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9722,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9727,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9732,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9738,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9743,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9748,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9753,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9758,-0.9429316,0.1668884,-1.30034,0,0,0,0,0,0,0,,,,
9763,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9768,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9773,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9778,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9783,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9788,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9793,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9798,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9803,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9808,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9813,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9818,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9823,-0.9300336,0.1235344,-1.31891,0,0,0,0,0,0,0,,,,
9828,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9833,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9838,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9843,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9848,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9853,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9858,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9863,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9868,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9873,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9878,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9883,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9888,-0.882229,0.08187339,-1.312383,0,0,0,0,0,0,0,,,,
9893,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9898,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9903,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9908,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9913,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9918,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9923,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9928,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9933,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9938,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9943,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9948,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9953,-0.8140739,0.06213372,-1.300183,0,0,0,0,0,0,0,,,,
9958,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9963,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9968,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9973,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9978,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9983,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9988,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9993,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
9998,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
10003,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
10008,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
10013,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
10018,-0.7240324,0.05850344,-1.274893,0,0,0,0,0,0,0,,,,
10023,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10028,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10033,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10038,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10043,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10048,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10053,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10058,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10063,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10068,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10073,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10078,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10083,-0.6218084,0.06377433,-1.256148,0,0,0,0,0,0,0,,,,
10089,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10094,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10099,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10104,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10109,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10114,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10119,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10124,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10129,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10134,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10139,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10145,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10150,-0.5108579,0.06939429,-1.236653,0,0,0,0,0,0,0,,,,
10155,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10160,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10165,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10170,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10175,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10180,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10185,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10190,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10195,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10200,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10205,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10210,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10215,-0.3972369,0.07077309,-1.223825,0,0,0,0,0,0,0,,,,
10220,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10225,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10230,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10235,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10240,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10245,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10250,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10255,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10260,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10265,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10270,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10275,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10280,-0.2849075,0.07110471,-1.220422,0,0,0,0,0,0,0,,,,
10285,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10290,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10295,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10300,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10305,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10310,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10315,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10320,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10325,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10330,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10335,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10340,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10345,-0.2049365,0.04621632,-1.214836,0,0,0,0,0,0,0,,,,
10350,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10355,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10360,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10365,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10370,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10375,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10380,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10385,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10390,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10395,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10400,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10405,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10410,-0.1759816,0.01713913,-1.225186,0,0,0,0,0,0,0,,,,
10415,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10420,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10425,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10430,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10435,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10440,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10445,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10450,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10455,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10460,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10465,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10470,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10475,-0.1582141,-0.007225663,-1.237927,0,0,0,0,0,0,0,,,,
10480,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10485,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10490,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10495,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10500,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10505,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10510,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10515,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10520,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10525,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10530,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10535,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10540,-0.1105841,-0.01024508,-1.229078,0,0,0,0,0,0,0,,,,
10545,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10550,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10555,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10560,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10565,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10571,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10575,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10580,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10585,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10590,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10595,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10600,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10605,-0.006771878,-0.00546288,-1.193264,0,0,0,0,0,0,0,,,,
10610,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10615,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10620,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10625,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10630,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10635,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10640,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10646,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10651,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10656,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10661,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10666,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10671,0.1440595,-0.001308997,-1.145721,0,0,0,0,0,0,0,,,,
10676,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10681,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10686,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10691,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10696,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10701,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10706,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10711,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10717,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10722,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10727,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10732,0.3085218,-0.005829399,-1.094478,0,0,0,0,0,0,0,,,,
10737,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10742,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10747,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10752,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10757,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10762,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10767,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10772,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10777,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10782,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10787,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10792,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10797,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10802,0.450644,-0.01233948,-1.048419,0,0,0,0,0,0,0,,,,
10807,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10812,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10817,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10822,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10827,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10832,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10837,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10842,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10847,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10852,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10857,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10862,0.5753826,-0.01658063,-1.003739,0,0,0,0,0,0,0,,,,
10867,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10872,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10877,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10882,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10887,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10892,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10897,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10902,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10907,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10912,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10917,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10923,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10927,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10932,0.6798581,-0.0108734,-0.9590933,0,0,0,0,0,0,0,,,,
10937,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10942,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10947,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10952,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10957,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10962,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10967,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10972,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10977,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10982,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10987,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10992,0.7738965,-0.005829399,-0.9241344,0,0,0,0,0,0,0,,,,
10997,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11002,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11007,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11012,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11017,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11022,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11027,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11032,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11037,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11042,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11047,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11052,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11057,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11062,0.8692088,-0.004363323,-0.8813564,0,0,0,0,0,0,0,,,,
11067,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11072,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11077,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11082,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11087,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11092,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11098,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11103,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11108,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11113,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11118,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11123,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11128,0.9601231,-0.01235693,-0.8310036,0,0,0,0,0,0,0,,,,
11133,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11138,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11143,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11148,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11153,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11158,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11163,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11168,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11173,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11178,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11183,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11188,1.03046,-0.02124066,-0.7756243,0,0,0,0,0,0,0,,,,
11193,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11198,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11203,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11208,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11213,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11218,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11223,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11228,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11233,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11238,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11244,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11249,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11254,1.082523,-0.02474877,-0.7173478,0,0,0,0,0,0,0,,,,
11259,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11264,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11269,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11274,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11279,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11285,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11290,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11295,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11300,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11305,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11310,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11315,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11321,1.121653,-0.01818633,-0.6461034,0,0,0,0,0,0,0,,,,
11325,1.14518,-0.01129228,-0.5547529,0,0,0,0,0,0,0,,,,
11330,1.14518,-0.01129228,-0.5547529,0,0,0,0,0,0,0,,,,
