Time(ms),Roll(Rads),Pitch(Rads),Yaw(Rads),VelX(m/s),VelY(m/s),VelZ(m/s),AccX(g x 10^-3),AccY(g x 10^-3),AccZ(g x 10^-3),Altitude(m)
957,0.001099557,0.00153589,0.04996878,0,0,0,-15.93676,38.07663,-981.9321,0
973,0.001099557,0.001553343,0.04996878,0,0,0,-15.91987,38.07555,-980.8057,0
989,0.001082104,0.001570796,0.04996878,0,0,0,-15.89256,37.97235,-981.4043,0
1005,0.001082104,0.00158825,0.04998623,0,0,0,-15.85613,37.97364,-984.4248,0
1020,0.001082104,0.00158825,0.04998623,0,0,0,-15.85613,37.97364,-984.4248,0
1036,0.001099557,0.001553343,0.05000368,0,0,0,-20.34192,35.1692,-981.4595,0
1051,0.001117011,0.001518436,0.04998623,0,0,0,-20.03351,37.90898,-977.0522,0
1067,0.001117011,0.001518436,0.04998623,0,0,0,-20.03351,37.90898,-977.0522,0
1082,0.001099557,0.001518436,0.05000368,0,0,0,-15.03561,38.38275,-981.8857,0
1098,0.001082104,0.001518436,0.05002113,0,0,0,-18.82463,38.05626,-989.7061,0
1119,0.001064651,0.001500983,0.05003859,0,0,0,-17.36289,38.01352,-989.4199,0
1129,0.001064651,0.001518436,0.05005604,0,0,0,-15.18622,37.72517,-988.9624,0
1145,0.001064651,0.001518436,0.05005604,0,0,0,-15.18622,37.72517,-988.9624,0
1160,0.001047197,0.001518436,0.05005604,0,0,0,-15.38808,36.02151,-988.8076,0
1176,0.001064651,0.00153589,0.05009095,0,0,0,-15.54281,39.30815,-988.8501,0
1191,0.001064651,0.001570796,0.05009095,0,0,0,-15.93994,37.182,-988.8774,0
1207,0.001064651,0.00158825,0.05009095,0,0,0,-19.32629,37.95685,-988.8867,0
1223,0.001064651,0.00158825,0.05009095,0,0,0,-19.32629,37.95685,-988.8867,0
1238,0.001047197,0.00148353,0.05009095,0,0,0,-21.78377,38.30421,-988.8755,0
1254,0.001047197,0.00148353,0.0501084,0,0,0,-15.17178,37.9286,-988.8701,0
1269,0.001047197,0.00148353,0.0501084,0,0,0,0,0,0,0
1285,0.001047197,0.001500983,0.0501084,0,0,0,-16.07953,37.92169,-988.8701,0
1301,0.001012291,0.00153589,0.05012586,0,0,0,-16.04162,38.05691,-979.8867,0
1316,0.001012291,0.00153589,0.05012586,0,0,0,-16.04162,38.05691,-979.8867,0
1332,0.001099557,0.00153589,0.05012586,0,0,0,-16.04983,32.99739,-989.957,0
1348,0.001082104,0.001518436,0.05012586,0,0,0,-19.03614,39.66106,-988.8945,0
1363,0.001082104,0.001518436,0.05012586,0,0,0,-19.03614,39.66106,-988.8945,0
1379,0.001082104,0.001500983,0.05014331,0,0,0,-19.67637,38.06187,-989.0132,0
1394,0.001099557,0.00148353,0.05016076,0,0,0,-17.33916,34.6037,-988.6807,0
1410,0.001151917,0.00143117,0.05017821,0,0,0,-25.67353,29.0631,-995.6221,0
1425,0.001204277,0.001343903,0.05017821,0,0,0,-23.28971,35.80944,-987.4702,0
1441,0.001204277,0.00127409,0.05021312,0,0,0,-15.27451,36.88224,-985.021,0
1457,0.001204277,0.00127409,0.05021312,0,0,0,-15.27451,36.88224,-985.021,0
1472,0.001204277,0.001256637,0.05021312,0,0,0,0,0,0,0
1488,0.001204277,0.00127409,0.05021312,0,0,0,-14.66933,38.13189,-988.0615,0
1504,0.001186824,0.00127409,0.05023058,0,0,0,-15.57554,37.82644,-988.1167,0
1519,0.001186824,0.00127409,0.05023058,0,0,0,-15.57554,37.82644,-988.1167,0
1535,0.001186824,0.001291544,0.05026548,0,0,0,-15.73766,38.06158,-985.2085,0
1550,0.001151917,0.001308997,0.05026548,0,0,0,-17.44327,38.11211,-980.0503,0
1566,0.001151917,0.001291544,0.05026548,0,0,0,-16.39493,37.9036,-988.8291,0
1581,0.001151917,0.001291544,0.05026548,0,0,0,-15.08627,37.86589,-989.8418,0
1597,0.001134464,0.001308997,0.05030039,0,0,0,-15.55612,38.10735,-980.3101,0
1613,0.001134464,0.00132645,0.05030039,0,0,0,-15.70964,38.08192,-981.3237,0
1628,0.001134464,0.00132645,0.05030039,0,0,0,-15.70964,38.08192,-981.3237,0
1644,0.001134464,0.00132645,0.05031784,0,0,0,-15.77688,38.06383,-982.5327,0
1661,0.001134464,0.00132645,0.0503353,0,0,0,-15.89989,38.08561,-979.8096,0
1675,0.001134464,0.00132645,0.0503353,0,0,0,-17.37893,38.08838,-981.9004,0
1691,0.001117011,0.001308997,0.0503353,0,0,0,-19.33859,38.19584,-980.8667,0
1706,0.001117011,0.001308997,0.05035275,0,0,0,-19.02501,38.17902,-981.2188,0
1722,0.001117011,0.001256637,0.05038766,0,0,0,-15.32507,38.03538,-982.5254,0
1738,0.001134464,0.001256637,0.05040511,0,0,0,-15.79775,37.958,-990.1001,0
1753,0.001134464,0.001256637,0.05040511,0,0,0,-16.19945,37.99264,-989.3716,0
1769,0.001134464,0.001256637,0.05040511,0,0,0,-16.19945,37.99264,-989.3716,0
1784,0.001117011,0.001239184,0.05044002,-0.0003325666,0.0003170972,0,-15.96814,39.45871,-983.7651,0
1801,0.001064651,0.001239184,0.05042256,-0.0004110477,0.0006795608,0,-15.52283,43.80868,-989.6543,0
1815,0.001047197,0.00122173,0.05044002,-0.0004547427,0.0007636308,0,-15.70579,41.91644,-987.438,0
1831,0.001047197,0.00122173,0.05044002,-0.0004547427,0.0007636308,0,-15.70579,41.91644,-987.438,0
1847,0.001082104,0.001204277,0.05044002,-0.0005247801,0.0004292054,0,-15.86719,37.04692,-989.1006,0
1862,0.001099557,0.001204277,0.05045747,-0.0005465021,0.0003688702,0,-15.88158,37.71781,-989.02,0
1878,0.001117011,0.001204277,0.05047492,-0.0005581683,0.0003373608,0,-15.89738,37.45648,-988.9712,0
1894,0.001117011,0.001204277,0.05047492,-0.0005711897,0.0003156747,0,-15.83357,38.06565,-988.8169,0
1909,0.001117011,0.001204277,0.05047492,-0.0005711897,0.0003156747,0,-15.83357,38.06565,-988.8169,0
1925,0.001117011,0.001186824,0.05049237,-0.0005745917,0.0003087928,0,-15.78941,37.80458,-988.8867,0
1946,0.001117011,0.001186824,0.05049237,-0.0005745917,0.0003087928,0,-15.78941,37.80458,-988.8867,0
1956,0.001117011,0.001186824,0.05050983,-0.0005751111,0.0003217332,0,-15.81987,37.97121,-987.2334,0
1971,0.001117011,0.001186824,0.05050983,-0.0005775586,0.0003288165,0,-15.85834,37.95817,-989.54,0
1987,0.001099557,0.001151917,0.05052728,-0.0005822574,0.0003411554,0,-15.89323,37.90752,-988.0483,0
2003,0.001099557,0.001151917,0.05050983,-0.0005733737,0.000348633,0,-15.72137,37.90166,-988.7446,0
2018,0.001099557,0.001134464,0.05052728,-0.0005639479,0.0003579163,0,-15.76019,37.93465,-988.9458,0
2034,0.001117011,0.001134464,0.05052728,-0.0005624692,0.0003682573,0,-15.86462,37.92259,-988.9536,0
2050,0.001117011,0.001099557,0.05054473,-0.0005576914,0.0003952369,0,-15.85742,37.97593,-988.8423,0
2065,0.001117011,0.001082104,0.05056219,-0.0005503042,0.0004006694,0,-15.7872,37.89575,-988.8608,0
2081,0.001099557,0.001082104,0.05056219,-0.0005413894,0.000401973,0,-15.78938,37.85452,-988.8716,0
2096,0.001099557,0.001082104,0.05056219,-0.0005413894,0.000401973,0,-15.78938,37.85452,-988.8716,0
2112,0.001099557,0.001082104,0.05057964,-0.0005392266,0.0004038666,0,-15.88443,37.87592,-988.8682,0
2127,0.001117011,0.001082104,0.05057964,-0.0005433973,0.0004223009,0,-15.86185,38.01299,-988.8696,0
2143,0.001134464,0.001064651,0.05059709,-0.0005362389,0.00043724,0,-15.79246,38.0384,-988.8716,0
2161,0.001151917,0.001064651,0.05059709,-0.0005277238,0.0004476073,0,-15.75518,37.95656,-988.8721,0
2175,0.001169371,0.001064651,0.05059709,-0.0005331616,0.0002235124,0,-16.05599,32.58345,-988.8584,0
2190,0.001169371,0.001064651,0.05059709,-0.0005331616,0.0002235124,0,-16.05599,32.58345,-988.8584,0
2205,0.001186824,0.001047197,0.05059709,-0.0005341223,0.0002525304,0,-15.82746,39.96936,-980.439,0
2221,0.001204277,0.001012291,0.05061455,-0.0005181293,0.0003991631,0,-15.81029,38.20146,-980.6157,0
2237,0.001204277,0.001012291,0.05061455,-0.0005181293,0.0003991631,0,-15.81029,38.20146,-980.6157,0
2252,0.001186824,0.0009948376,0.05064945,-0.0005109726,0.0004809482,0,-15.94873,38.07788,-981.0552,0
2268,0.001186824,0.0009948376,0.05064945,-0.0005112001,0.0004947132,0,-15.95045,37.95882,-981.0664,0
2283,0.001186824,0.0009948376,0.05064945,-0.0005112001,0.0004947132,0,-15.95045,37.95882,-981.0664,0
2299,0.001239184,0.0009075712,0.05057964,-0.000692475,0.0004263005,0,-19.32595,38.10305,-987.6157,0
2315,0.001308997,0.000715585,0.05082399,-0.0006009271,0.000613873,0,0,0,0,0
2330,0.001204277,0.0005759586,0.05057964,-8.914054E-05,0.0007195201,0,-13.09297,33.12485,-987.6693,0
2346,0.001169371,0.0004886922,0.05113815,-0.0003446576,0.0003100046,0,-16.02316,34.82899,-981.3295,0
2361,0.001169371,0.0004886922,0.05113815,-0.0003446576,0.0003100046,0,-16.02316,34.82899,-981.3295,0
2377,0.001151917,0.0005235987,0.05106834,0.0003513037,0.0003971173,0,-5.870608,39.45794,-985.1293,0
2393,0.0009773844,8.726646E-05,0.05078908,0.0004363368,0.0008804923,0,-14.22495,50.43051,-981.8627,0
2408,0.001064651,0.0001745329,0.05050983,0.0005389393,0.0006464898,0,-10.76354,30.21726,-997.4848,0
2424,0.0008726646,0.0005759586,0.05084144,0.0001869623,0.0003459564,0,-23.23693,36.58026,-977.8893,0
2440,0.0008726646,0.0005759586,0.05084144,0.0001869623,0.0003459564,0,-23.23693,36.58026,-977.8893,0
2455,0.0009773844,0.0002617994,0.05064945,0.0004135694,0.0008716304,0,-6.845446,50.82448,-985.2006,0
2471,0.0008726646,0.0004014257,0.05073672,0.0004985704,0.0006229312,0,-3.905915,39.19886,-984.6602,0
2487,0.0008028515,0.000418879,0.0508589,0.0005040235,0.0005212885,0,-16.04325,33.71663,-992.2715,0
2502,0.0008726646,0.0004014257,0.050632,0.0002479351,0.0004325311,0,-13.40138,38.8058,-980.5932,0
2517,0.0008726646,0.0003839724,0.05082399,5.885286E-05,5.409777E-05,0,-18.89922,29.17703,-987.9463,0
2533,0.0008726646,0.0003839724,0.05082399,5.885286E-05,5.409777E-05,0,0,0,0,0
2549,0.0007853982,0.0003490658,0.05075417,6.143083E-05,0.0004820591,0,-7.992162,47.47829,-982.6528,0
2564,0.0008203047,0.0004537856,0.05068436,0.0002530543,0.0004107095,0,-14.65729,36.39768,-990.4009,0
2582,0.0007330383,0.0004363323,0.05064945,0.0001836634,0.0005859176,0,-20.15114,37.78498,-989.188,0
2596,0.0006806784,0.0004363323,0.050632,0.0001582575,0.0008217325,0,-11.98041,41.40402,-988.7632,0
2612,0.0006457719,0.0003141593,0.05087635,-0.0001806756,0.0004669467,0,-23.08579,35.89208,-990.6821,0
2627,0.0006108652,0.0002617994,0.05073672,-0.0004477816,0.0006614573,0,-15.83819,40.36488,-989.4365,0
2642,0.0006108652,0.0002617994,0.05073672,-0.0004477816,0.0006614573,0,-15.83819,40.36488,-989.4365,0
2658,0.0006108652,0.0002268928,0.05091126,-0.000535368,0.0003248699,0,-20.42011,38.74366,-986.6616,0
2673,0.0006632251,0.0002443461,0.05077163,-0.0003395023,0.000309221,0,-14.79512,37.74901,-984.7192,0
2689,0.0006457719,0.0002268928,0.05082399,-0.0002521772,0.0002916382,0,-12.5838,37.44317,-986.6626,0
2705,0.0006632251,0.0002094395,0.05082399,-6.463415E-05,0.0001649278,0,-10.11369,34.50352,-983.4951,0
2720,0.0006283185,0.0003316125,0.05091126,0.0003140503,3.016055E-05,0,0,0,0,0
2736,0.0006632251,0.000296706,0.05071926,0.0006369827,0.0001061159,0,-8.185406,42.58979,-982.2612,0
2752,0.0006457719,0.0003141593,0.05078908,0.000638999,0.0007537327,0,-9.034348,47.85257,-988.9531,0
2767,0.0005759586,0.000418879,0.05113815,0.0003625932,0.0008321444,0,-22.15531,39.59486,-985.5894,0
2783,0.0005759586,0.0001919862,0.05082399,0.0003394168,0.0009088045,0,-5.884498,44.6112,-983.541,0
2798,0.0006806784,0.0001745329,0.05087635,4.030938E-05,0.0008796066,0,-16.25836,36.77394,-980.0166,0
2814,0.000593412,0.000296706,0.05105088,-0.0002859346,0.0005838826,0,-18.54683,41.67352,-987.9218,0
2829,0.000593412,0.000296706,0.05105088,-0.0002859346,0.0005838826,0,-18.54683,41.67352,-987.9218,0
2868,0.000418879,0.0002268928,0.05094616,0.0004652263,0.0007981679,0,-13.76725,43.16709,-994.0786,0
2876,0.0006981317,0.0003665191,0.05091126,0.0005829979,7.387893E-05,0,-5.717608,25.8293,-990.7578,0
2892,0.0005061455,0.0002443461,0.05119051,-0.0001779271,0.000963583,0,-33.25798,58.07659,-981.8408,0
2907,0.0003839724,0.0001570796,0.05119051,-0.0003739085,0.001047631,0,-23.26372,45.16911,-987.106,0
2923,0.0005235987,0.000296706,0.05092871,-5.705588E-05,0.000845438,0,-7.404823,38.50936,-981.475,0
2939,0.0001919862,-0.0001047198,0.05117305,-2.294527E-05,0.0009161762,0,-7.980896,44.03819,-967.5903,0
2954,5.235988E-05,-3.490658E-05,0.0511556,-0.0008603014,0.001095492,0,-21.04173,33.36279,-982.1896,0
2970,3.490658E-05,5.235988E-05,0.05099852,-6.148533E-05,0.0009135224,0,-14.13745,48.1137,-973.6942,0
2985,0.0002443461,-0.0001919862,0.05131268,-0.0005881315,0.001044746,0,-14.10574,38.41365,-983.7622,0
3001,0.0001919862,-0.0001570796,0.05138249,-0.0001091875,0.0008154956,0,0,0,0,0
3017,-8.726646E-05,-0.0002094395,0.05101598,-0.000310955,0.001113418,0,-2.790018,29.87686,-986.3955,0
3032,-8.726646E-05,-0.0002094395,0.05101598,-0.000310955,0.001113418,0,0,0,0,0
3048,-0.0003490658,-0.0003141593,0.05126032,-0.0009642197,0.0009824703,0,-15.53332,40.83257,-982.081,0
3063,0,3.490658E-05,0.05112069,-8.66408E-05,0.0005787799,0,0,0,0,0
3079,0,-0.000122173,0.05117305,-0.0003494087,0.000780063,0,-6.644418,35.75954,-987.686,0
3094,-0.0005410521,-0.0002268928,0.05124287,-0.0003991076,0.0007487764,0,-35.46703,50.63764,-982.604,0
3110,-6.981317E-05,0,0.05117305,-0.0004200499,0.0003678388,0,-37.62815,47.92202,-987.4786,0
3126,-0.0001570796,-0.0001745329,0.05117305,0.0001356749,0.0006396484,0,3.004735,44.26802,-987.855,0
3141,-0.0001570796,-0.0001745329,0.05117305,0.0001356749,0.0006396484,0,3.004735,44.26802,-987.855,0
3157,-0.0006806784,-0.0004014257,0.05120796,-0.0006632967,0.0008722114,0,-27.38485,41.91729,-990.5645,0
3172,-0.0003839724,-0.000296706,0.05127777,0.0002131357,0.0003618104,0,8.578538,32.52952,-983.9188,0
3188,-0.0002268928,-0.0001745329,0.05119051,-0.0003447134,0.0008473992,0,-16.23174,47.05674,-976.9291,0
3204,-0.0006981317,-0.0002443461,0.05134758,0.0001930194,0.0003721452,0,-2.341204,31.16197,-980.14,0
3219,-0.0006981317,-0.0002443461,0.05134758,0.0001930194,0.0003721452,0,-2.341204,31.16197,-980.14,0
3235,-0.0006108652,-0.0001047198,0.05120796,9.727776E-06,0.0002239449,0,-10.48097,40.5075,-978.3215,0
3251,-0.0006108652,-0.0001047198,0.05120796,9.727776E-06,0.0002239449,0,-10.48097,40.5075,-978.3215,0
3266,-0.000715585,0,0.05126032,1.261713E-05,0.0001348521,0,-20.88736,44.75049,-975.3857,0
3282,-0.000715585,0,0.05126032,1.261713E-05,0.0001348521,0,-20.88736,44.75049,-975.3857,0
3297,-0.0006457719,-0.0002792527,0.05122541,-0.0003157246,9.430392E-05,0,-8.507935,35.91217,-986.4741,0
3313,-0.001082104,-0.0002268928,0.05119051,-0.000236617,0.0001938183,0,-31.52337,49.01492,-985.5995,0
3328,-0.0008203047,-8.726646E-05,0.05134758,9.380181E-05,-0.0002924486,0,-9.07336,39.16098,-976.3373,0
3344,-0.00122173,-0.0001396263,0.05136504,0.0001989721,7.962935E-05,0,-16.10101,45.40447,-982.8304,0
3360,-0.00122173,-0.0001396263,0.05136504,0.0001989721,7.962935E-05,0,-16.10101,45.40447,-982.8304,0
3375,-0.0007853982,-0.0002792527,0.05119051,0.0003750764,-0.0004002781,0,0,0,0,0
3391,-0.000593412,1.745329E-05,0.05117305,4.692552E-06,-0.0001510541,0,-14.73702,38.89598,-989.9262,0
3407,-0.000593412,1.745329E-05,0.05117305,4.692552E-06,-0.0001510541,0,-14.73702,38.89598,-989.9262,0
3422,-0.00132645,-1.745329E-05,0.05124287,7.200062E-05,0.0001020976,0,0,0,0,0
3438,-0.001134464,-0.000122173,0.05120796,0.0009066952,-0.0005522794,0,2.948572,32.27655,-971.6044,0
3453,-0.0009599311,8.726646E-05,0.05117305,0.0003690895,-0.0005274964,0,-23.45654,36.36336,-986.4759,0
3469,-0.001064651,0.0002268928,0.05117305,0.0003900567,-0.0004195376,0,-25.77285,46.11276,-995.4741,0
3485,-0.001151917,0.0001396263,0.05113815,0.0001193211,-0.0003757011,0,-23.42934,33.31331,-988.0009,0
3500,-0.001151917,0.0001396263,0.05113815,0.0001193211,-0.0003757011,0,0,0,0,0
3516,-0.001117011,3.490658E-05,0.05122541,0.000527219,-0.0006046384,0,-6.845457,48.67638,-984.4252,0
3531,-0.0009250245,-0.000122173,0.05103343,0.0006314327,-0.0006432739,0,-3.706923,33.46175,-988.3547,0
3547,-0.0008901179,-1.745329E-05,0.05124287,0.000480429,-0.0006730045,0,-10.32761,29.26482,-993.7852,0
3563,-0.001082104,0.0001047198,0.05117305,6.312299E-05,-0.0005061332,0,-30.77373,32.89839,-978.8027,0
3578,-0.001082104,0.0001047198,0.05117305,6.312299E-05,-0.0005061332,0,-30.77373,32.89839,-978.8027,0
3594,-0.0009948376,8.726646E-05,0.0511556,0.0006318,-0.0003458931,0,-2.382107,57.50103,-974.4502,0
3610,-0.000715585,1.745329E-05,0.05110324,-2.835736E-06,-0.0001156449,0,-23.02842,38.36098,-987.2675,0
3625,-0.0007853982,-1.745329E-05,0.05094616,0.0002053204,-0.0004732954,0,-21.51765,36.72829,-971.5541,0
3641,-0.0005759586,-0.0001047198,0.05113815,0.0005816222,-0.000747163,0,-7.640141,29.88777,-996.0912,0
3656,-0.0005759586,-0.0001047198,0.05113815,0.0005816222,-0.000747163,0,-7.640141,29.88777,-996.0912,0
3672,-0.001029744,-0.0002617994,0.05087635,0.0009252066,-0.0002357505,0,-2.556773,47.03905,-973.0522,0
3691,-0.0008377581,-0.0004712389,0.05131268,0.0008568159,-0.0006959835,0,-6.982369,23.92181,-1000.485,0
3703,-0.00122173,-3.490658E-05,0.05103343,0.0004726333,-0.0005060039,0,-25.00187,42.30487,-995.7922,0
3719,-0.001064651,-0.0002094395,0.05078908,0.0002056983,-0.0008728679,0,-21.41132,45.26126,-986.6306,0
3734,-0.001029744,-0.0004537856,0.05096361,-0.0001904248,-0.0005433031,0,-32.85406,44.72123,-976.3099,0
3750,-0.001082104,-0.0005759586,0.05131268,0.0001272724,-0.000123904,0,-14.76458,47.41467,-977.3022,0
3765,-0.001047197,-0.0002268928,0.05139995,0.0004328123,9.649173E-05,0,-2.952313,45.12499,-996.552,0
3781,-0.001029744,-0.0004886922,0.05119051,3.895763E-05,0.0002955796,0,-21.57539,45.32844,-981.7171,0
3797,-0.0008552113,-0.0004014257,0.05152212,-0.0001577121,0.0002584102,0,-19.99591,36.58717,-984.7367,0
3812,-0.0006457719,-0.0002268928,0.05136504,-0.0002201471,-0.0001460254,0,-16.18049,37.59147,-979.5058,0
3828,-0.001117011,-0.0001396263,0.05139995,-7.892231E-05,-0.0002503763,0,-10.46878,40.64785,-979.6992,0
3844,-0.0009773844,-0.0002268928,0.05162684,0.0008834149,-0.000776986,0,-2.720832,33.30887,-990.9329,0
3859,-0.001047197,-0.0002268928,0.05113815,0.0008871955,-0.0004150609,0,-15.36034,51.20486,-985.682,0
3875,-0.001169371,-0.0005235987,0.05166174,0.0005418005,-2.800286E-05,0,-21.37358,51.40556,-975.1854,0
3894,-0.001239184,-0.0002443461,0.05204572,0.0007275804,0.0003218263,0,-11.47972,41.28451,-985.1543,0
3906,-0.0009773844,-0.0004363323,0.05133013,0.0002579462,8.73577E-05,0,-24.50758,39.07509,-986.6467,0
3921,-0.001186824,-0.0005585054,0.05157448,-3.535825E-05,-0.0001313719,0,-16.48671,41.09904,-985.4951,0
3939,-0.001151917,-0.0003839724,0.05220279,0.0001944906,-0.0001784541,0,-9.207718,41.17667,-983.1806,0
3953,-0.001308997,-0.000715585,0.05153957,0.0003411711,-0.0001906269,0,-15.0497,41.83206,-986.7593,0
3971,-0.00127409,-0.0007853982,0.05129522,3.625856E-05,-0.0003164787,0,-21.54517,39.94801,-984.3978,0
3984,-0.00127409,-0.0007853982,0.05129522,3.625856E-05,-0.0003164787,0,-21.54517,39.94801,-984.3978,0
3999,-0.001082104,-0.0005235987,0.05139995,9.179697E-05,-0.0005824153,0,0,0,0,0
4015,-0.00153589,-0.001064651,0.05119051,0.0002278382,0.0002697148,0,-10.08083,42.55295,-992.0511,0
4030,-0.00153589,-0.001064651,0.05119051,0.0002278382,0.0002697148,0,-10.08083,42.55295,-992.0511,0
4047,-0.00137881,-0.000715585,0.0516792,0.0008517375,-6.967478E-05,0,-9.772158,40.34271,-978.6442,0
4062,-0.001047197,-0.0008028515,0.05145231,6.501829E-05,-0.0003669478,0,-25.29479,40.01499,-977.0781,0
4077,-0.001047197,-0.0008028515,0.05145231,6.501829E-05,-0.0003669478,0,-25.29479,40.01499,-977.0781,0
4093,-0.0009948376,-0.001117011,0.05108579,-0.0003140511,-9.461615E-05,0,-18.77951,45.76313,-979.2752,0
