Time(ms),Roll(Rads),Pitch(Rads),Yaw(Rads),VelX(m/s),VelY(m/s),VelZ(m/s),AccX(g x 10^-3),AccY(g x 10^-3),AccZ(g x 10^-3),Altitude(m)
8178,0.0243997,-0.07010988,0.3355395,0.1042061,0.08347348,0,-8.21981,40.40477,-1004.503,0.635
8183,0.02408554,-0.07031931,0.3356617,0.1019126,0.08415902,0,-11.16364,34.94887,-1002.461,0.636
8188,0.02336996,-0.07033677,0.3356966,0.1029021,0.08527958,0,-6.0637,29.55134,-1001.855,0.638
8193,0.02289872,-0.07061602,0.3360631,0.1062129,0.08574802,0,-4.091009,24.58889,-998.767,0.639
8198,0.02256711,-0.0704764,0.3359933,0.1093988,0.08644091,0,0.9840049,33.18053,-1000.246,0.64
8203,0.02239257,-0.07070329,0.3362551,0.1126572,0.08697039,0,-0.8805439,26.80789,-997.6251,0.641
8208,0.02199115,-0.07059857,0.3364297,0.115858,0.0875956,0,0.4699253,33.18554,-995.2381,0.642
8213,0.02188643,-0.07045894,0.3363598,0.1189886,0.08828314,0,0.3406079,32.73807,-995.6863,0.643
8218,0.02136283,-0.0705462,0.3365693,0.1220608,0.08869638,0,-5.027304,27.60485,-990.4948,0.644
8223,0.02101376,-0.07007497,0.3361504,0.1251464,0.08954964,0,2.91604,41.65553,-996.2079,0.645
8228,0.02045526,-0.07007497,0.3362028,0.1281273,0.09005962,0,-6.881512,32.68612,-993.2188,0.646
8233,0.01994911,-0.06956883,0.3360457,0.1319465,0.09108263,0,-0.2015026,43.41799,-995.8339,0.649
8238,0.01951278,-0.06899287,0.3362028,0.1348817,0.09182098,0,-0.2512047,44.1676,-996.2033,0.65
8244,0.01911136,-0.06859144,0.3366217,0.1377029,0.092342,0,-6.345532,37.03995,-992.7686,0.651
8249,0.01877974,-0.06754424,0.3366391,0.1405255,0.09317276,0,3.292568,47.76722,-998.4543,0.652
8254,0.01836086,-0.06696828,0.3370929,0.1431264,0.09357902,0,-10.18906,34.52711,-994.7968,0.653
8259,0.01790708,-0.06581637,0.3372849,0.1455626,0.09413832,0,-8.750447,40.54618,-998.1838,0.654
8264,0.01743584,-0.06473427,0.3375467,0.1478047,0.0947061,0,-14.69703,42.53524,-997.4139,0.655
8269,0.01682497,-0.0635998,0.3380877,0.1497899,0.09501307,0,-23.40798,36.01289,-992.0478,0.656
8274,0.01633628,-0.06213372,0.337826,0.1526394,0.09591917,0,-19.46741,45.20309,-992.4795,0.66
8279,0.01560324,-0.06099926,0.3380354,0.1542914,0.09606449,0,-28.87393,31.64887,-984.2089,0.661
8284,0.01488766,-0.05953318,0.3377212,0.1558826,0.09632985,0,-23.47705,35.09346,-985.8821,0.662
8289,0.01424189,-0.05822418,0.3375641,0.1574632,0.09647861,0,-23.18789,31.65243,-984.9338,0.663
8294,0.01329941,-0.05693264,0.337826,0.1589462,0.0964157,0,-26.30519,29.87059,-980.8349,0.664
8299,0.01267109,-0.05536184,0.3374943,0.1604854,0.09675924,0,-16.02711,41.48619,-981.9186,0.665
8304,0.01188569,-0.05415757,0.3380179,0.1618858,0.09660954,0,-26.64378,29.35276,-971.6778,0.666
8309,0.01132719,-0.05262168,0.3379481,0.1633621,0.09680214,0,-15.17346,38.50305,-972.4484,0.667
8314,0.01075123,-0.05119051,0.3381226,0.165356,0.09681451,0,-15.77296,29.43459,-970.4211,0.67
8319,0.009983283,-0.04972443,0.3383321,0.1666522,0.0965125,0,-16.77909,25.29785,-969.4943,0.671
8324,0.008988446,-0.04782202,0.3380354,0.1679271,0.09638572,0,-8.198018,33.0197,-970.7365,0.672
8329,0.007923795,-0.04646066,0.3383844,0.1689353,0.09582289,0,-23.88623,22.08708,-963.6124,0.674
8334,0.006806784,-0.04464552,0.3381401,0.1699498,0.09558947,0,-14.07876,33.96898,-963.8669,0.675
8339,0.005829399,-0.0431969,0.3382623,0.1708942,0.09509201,0,-18.82048,26.2948,-961.1898,0.676
8344,0.004834562,-0.0416261,0.3383844,0.1717829,0.09459368,0,-16.74966,28.23316,-961.2697,0.677
8349,0.003944444,-0.03989823,0.3382274,0.1726733,0.09408055,0,-10.90662,26.58397,-964.8997,0.678
8354,0.003089233,-0.03855433,0.3386288,0.1727353,0.0931892,0,-26.42793,17.8894,-962.7106,0.676
8359,0.002216568,-0.03687881,0.3383146,0.1731908,0.09251612,0,-24.57354,21.28894,-964.2662,0.677
8364,0.001308997,-0.03537782,0.3383844,0.1734905,0.09161515,0,-30.8075,16.53852,-961.1404,0.678
8369,0.0002268928,-0.03377212,0.3382972,0.1737333,0.09085733,0,-28.5418,24.7362,-957.1359,0.679
8374,-0.0008028515,-0.03200934,0.3380703,0.1741121,0.09023269,0,-17.81402,30.75865,-956.7015,0.68
8379,-0.001884956,-0.03056072,0.3382972,0.1743817,0.08950769,0,-23.67431,32.27377,-953.0195,0.681
8384,-0.00275762,-0.02876303,0.337983,0.1746673,0.08884379,0,-15.25069,30.80189,-957.4091,0.682
8389,-0.003612831,-0.02720968,0.3381925,0.1747346,0.08793226,0,-24.73265,25.86991,-959.2811,0.683
8394,-0.004276057,-0.02553417,0.3380179,0.1742848,0.08711787,0,-26.40204,24.44009,-957.9397,0.681
8399,-0.004921828,-0.02378884,0.3380354,0.1743237,0.08634321,0,-18.73879,30.662,-961.4974,0.682
8404,-0.005480334,-0.02235767,0.3380179,0.1739428,0.08563694,0,-35.01839,33.39581,-956.1002,0.683
8409,-0.006126106,-0.02064724,0.3378085,0.1737518,0.08505136,0,-21.53185,38.94492,-962.3849,0.684
8414,-0.006789331,-0.01926843,0.337791,0.1732265,0.08435822,0,-35.35936,37.10553,-963.6459,0.685
8419,-0.007435102,-0.01764528,0.3374594,0.1726452,0.08363465,0,-31.82333,34.82875,-966.5826,0.685
8424,-0.008185594,-0.01616175,0.33725,0.1721853,0.08305199,0,-25.54283,43.33005,-973.8316,0.686
8429,-0.008883726,-0.01455605,0.3367264,0.1713352,0.08237562,0,-36.39727,38.48029,-968.8282,0.687
8434,-0.009721483,-0.0130027,0.3364471,0.170954,0.08165856,0,-18.66095,43.17577,-977.4359,0.689
8439,-0.01047198,-0.01157153,0.3362028,0.1699364,0.08081109,0,-39.32313,36.75294,-973.1768,0.69
8445,-0.01169371,-0.008901179,0.3361853,0.1683914,0.07890525,0,-26.47108,35.63171,-979.0828,0.691
8450,-0.01169371,-0.008901179,0.3361853,0.1683914,0.07890525,0,-26.47108,35.63171,-979.0828,0.691
8455,-0.01219985,-0.007400196,0.3360282,0.1673965,0.07786207,0,-30.42453,30.74061,-973.572,0.692
8460,-0.01340413,-0.00455531,0.3360457,0.1658687,0.07577205,0,-27.48935,29.91038,-970.1284,0.694
8465,-0.01340413,-0.00455531,0.3360457,0.1658687,0.07577205,0,-27.48935,29.91038,-970.1284,0.694
8470,-0.01480039,-0.001867502,0.3361504,0.1639015,0.073307,0,-29.01706,32.59251,-972.9871,0.697
8475,-0.01551598,-0.0003839724,0.335749,0.1624769,0.07202955,0,-33.85497,27.05057,-973.7239,0.698
8480,-0.01551598,-0.0003839724,0.335749,0.1624769,0.07202955,0,-33.85497,27.05057,-973.7239,0.698
8485,-0.01551598,-0.0003839724,0.335749,0.1624769,0.07202955,0,-33.85497,27.05057,-973.7239,0.698
8490,-0.01698205,0.003141593,0.335016,0.1584416,0.06819451,0,-23.26398,30.46811,-973.7407,0.7
8495,-0.01698205,0.003141593,0.335016,0.1584416,0.06819451,0,-23.26398,30.46811,-973.7407,0.7
8500,-0.01738348,0.00418879,0.3347541,0.1567962,0.06690361,0,-37.85411,28.60581,-963.4075,0.701
8505,-0.01773255,0.005375614,0.3342655,0.1552593,0.06560896,0,-29.63313,27.06743,-966.8718,0.701
8510,-0.01823869,0.006370452,0.3341607,0.1537458,0.06414723,0,-29.32252,24.60659,-964.2024,0.702
8515,-0.01846558,0.007627089,0.3335499,0.1505994,0.06094902,0,-20.66487,22.47392,-959.1358,0.704
8520,-0.01895428,0.008656833,0.3334975,0.1505994,0.06094902,0,-20.66487,22.47392,-959.1358,0.704
8525,-0.01930334,0.009721483,0.3333579,0.1487982,0.05954344,0,-34.36988,27.5003,-951.0456,0.705
8530,-0.01980949,0.01080359,0.3333753,0.1472164,0.05825511,0,-23.72709,35.056,-951.9954,0.706
8535,-0.01980949,0.01080359,0.3333753,0.1472164,0.05825511,0,-23.72709,35.056,-951.9954,0.706
8540,-0.02059488,0.01284562,0.3333579,0.1437387,0.05582228,0,-22.6395,33.60088,-953.0949,0.707
8545,-0.0209614,0.01375319,0.3333753,0.1419895,0.05437218,0,-26.37048,29.53776,-953.5473,0.708
8550,-0.02125811,0.01481785,0.3332357,0.140088,0.05295262,0,-29.26056,29.79749,-953.8733,0.709
8555,-0.02167699,0.01570796,0.3332357,0.1381818,0.0513687,0,-26.5219,29.07276,-956.6119,0.71
8560,-0.02192134,0.01654572,0.3330437,0.1359903,0.05003553,0,-39.29943,33.74742,-951.4629,0.711
8565,-0.02230531,0.01759292,0.332747,0.1341198,0.04880103,0,-23.01787,38.55347,-955.5566,0.712
8570,-0.02270673,0.01850049,0.3324329,0.1320579,0.04735814,0,-29.99507,30.5934,-951.1467,0.712
8575,-0.02364921,0.02068215,0.3317871,0.1281408,0.04445044,0,-22.9788,31.24118,-954.9105,0.714
8580,-0.0241379,0.0217119,0.3314031,0.1258055,0.04297531,0,-34.63405,32.03646,-948.8248,0.715
8585,-0.0241379,0.0217119,0.3314031,0.1258055,0.04297531,0,-34.63405,32.03646,-948.8248,0.715
8590,-0.02504547,0.0235794,0.3309842,0.1211561,0.03985723,0,-38.67943,30.3772,-945.9977,0.717
8595,-0.02504547,0.0235794,0.3309842,0.1211561,0.03985723,0,-38.67943,30.3772,-945.9977,0.717
8600,-0.02525491,0.0243997,0.3307399,0.1189875,0.0384322,0,-24.63972,34.77197,-949.9342,0.718
8605,-0.02579597,0.02607522,0.330513,0.1142848,0.03528167,0,-31.56419,33.11652,-944.0529,0.719
8610,-0.02579597,0.02607522,0.330513,0.1142848,0.03528167,0,-31.56419,33.11652,-944.0529,0.719
8616,-0.02668609,0.02825688,0.3301814,0.1093011,0.03233772,0,-37.22792,34.44037,-946.7964,0.72
8623,-0.0270526,0.02944371,0.3299196,0.1070273,0.03098698,0,-18.09928,41.86855,-958.721,0.721
8628,-0.02750639,0.0304909,0.3297102,0.1041683,0.02934686,0,-41.03969,31.45843,-950.9439,0.722
8633,-0.02797763,0.0318348,0.329012,0.1016013,0.02782896,0,-23.54694,36.05246,-957.347,0.722
8638,-0.02869321,0.03310889,0.3287328,0.09885404,0.02619111,0,-30.41237,34.6861,-958.6756,0.723
8643,-0.02926917,0.03447025,0.3281394,0.09584698,0.02444008,0,-37.98911,28.95475,-956.802,0.724
8648,-0.02975786,0.03548254,0.3281568,0.0933086,0.0227965,0,-19.62086,36.19399,-966.3437,0.724
8653,-0.03012438,0.03633776,0.3279124,0.0901076,0.02089203,0,-45.4891,24.68776,-955.7355,0.725
8658,-0.03038618,0.03721042,0.3278601,0.08734631,0.01900174,0,-26.30829,25.77189,-964.996,0.725
8663,-0.03038618,0.03721042,0.3278601,0.08734631,0.01900174,0,-26.30829,25.77189,-964.996,0.725
8668,-0.03120649,0.0389732,0.3274063,0.08113448,0.01501864,0,-30.94435,21.2595,-960.8011,0.727
8673,-0.03155555,0.0394968,0.3274586,0.07802859,0.01277354,0,-30.09885,20.4563,-961.5697,0.728
8678,-0.03211406,0.0402822,0.3268129,0.07505491,0.01070854,0,-29.80422,20.90233,-957.5798,0.729
8683,-0.03281219,0.04085816,0.3267431,0.07254058,0.008800323,0,-11.81596,30.73728,-963.162,0.729
8688,-0.03338815,0.04143412,0.326202,0.0695422,0.006865357,0,-30.14203,28.77241,-954.2523,0.73
8693,-0.03385939,0.04228933,0.3260799,0.06704428,0.004967832,0,-7.089816,32.01033,-961.3204,0.73
8698,-0.03406883,0.04277802,0.3260275,0.06411602,0.002981035,0,-25.64919,27.50314,-956.7219,0.731
8703,-0.03420845,0.04349361,0.3256959,0.06130072,0.0007618854,0,-18.92731,17.07947,-960.0953,0.732
8708,-0.03431317,0.04380776,0.3256959,0.05859306,-0.001230701,0,-15.93047,27.04595,-961.4654,0.732
8713,-0.03460988,0.04436627,0.325469,0.05512467,-0.003465281,0,-26.18409,32.47835,-954.947,0.734
8718,-0.03452261,0.04478515,0.325661,0.05250739,-0.005025984,0,-10.64371,43.74318,-958.9344,0.735
8723,-0.03452261,0.04525639,0.3255912,0.04931419,-0.006531468,0,-33.16173,45.89979,-948.812,0.736
8728,-0.03441789,0.04579744,0.3255039,0.04650068,-0.008143877,0,-16.4403,40.6514,-956.0467,0.736
8733,-0.03440044,0.04598942,0.3252945,0.04322606,-0.009933807,0,-36.58699,33.58094,-953.4517,0.737
8738,-0.03464479,0.04633849,0.3249105,0.04006605,-0.01167557,0,-30.57952,36.94306,-954.1416,0.737
8743,-0.0347146,0.0463734,0.3248582,0.03719692,-0.01323883,0,-20.56083,43.69168,-959.1648,0.738
8748,-0.03492404,0.04661774,0.3246312,0.03384599,-0.01488302,0,-39.14264,40.98714,-950.35,0.738
8753,-0.03492404,0.04661774,0.3246312,0.03384599,-0.01488302,0,-39.14264,40.98714,-950.35,0.738
8758,-0.03508112,0.04675737,0.3242472,0.02820353,-0.01776302,0,-35.71908,39.58651,-950.0592,0.738
8763,-0.03494149,0.04691445,0.323968,0.02527303,-0.01957019,0,-21.66674,33.1027,-955.6028,0.739
8768,-0.03483677,0.04686209,0.3238982,0.02224486,-0.0213059,0,-26.73559,36.05611,-956.5028,0.739
8774,-0.03483677,0.04712389,0.3237586,0.01918089,-0.02319818,0,-26.66047,29.86815,-953.4946,0.74
8779,-0.03476696,0.04721116,0.3237062,0.01643005,-0.02508518,0,-14.62432,29.58586,-956.3711,0.74
8784,-0.03488913,0.04747296,0.323584,0.01327341,-0.02695164,0,-30.23308,31.24832,-948.5217,0.74
8789,-0.0349764,0.04754277,0.3235142,0.01058598,-0.02856162,0,-11.85042,41.597,-953.3708,0.741
8794,-0.03509857,0.04756022,0.3233746,0.006273769,-0.03107515,0,-31.47992,39.68497,-951.4552,0.746
8799,-0.03536037,0.04761258,0.3231652,0.003518549,-0.03263903,0,-16.00598,44.0359,-957.7932,0.746
8804,-0.03590142,0.0474555,0.3228859,0.0005998254,-0.03425333,0,-24.05656,44.23693,-957.7547,0.747
8809,-0.03640757,0.04750786,0.322502,-0.002401056,-0.03609789,0,-26.77463,35.46487,-956.9902,0.747
8814,-0.03672173,0.04736824,0.3222576,-0.005056392,-0.03780479,0,-13.82936,40.74952,-958.2246,0.748
8819,-0.03672173,0.04736824,0.3222576,-0.005056392,-0.03780479,0,-13.82936,40.74952,-958.2246,0.748
8824,-0.03687881,0.04735078,0.3220656,-0.01088761,-0.04143946,0,-11.26592,35.26236,-959.3333,0.749
8829,-0.03696607,0.04733333,0.3219958,-0.01386865,-0.04329327,0,-26.93254,33.81031,-950.835,0.749
8834,-0.03717551,0.04738569,0.3219783,-0.0160577,-0.04487039,0,-11.53105,32.21881,-952.8339,0.748
8839,-0.03712315,0.04743805,0.321926,-0.01867566,-0.04671839,0,-11.3679,33.95023,-949.2582,0.749
8844,-0.03714061,0.04787438,0.3217863,-0.02154967,-0.04870674,0,-19.93018,28.48696,-944.8356,0.749
8849,-0.03701843,0.04792674,0.3218562,-0.02405954,-0.05044759,0,-6.125852,37.47532,-950.4008,0.749
8854,-0.03703589,0.04801401,0.3217689,-0.02731263,-0.05237592,0,-36.56338,30.40963,-944.3606,0.75
8859,-0.03719297,0.04775221,0.321734,-0.03005564,-0.05395723,0,-17.61156,45.09007,-951.3352,0.75
8864,-0.0374024,0.04740314,0.3216118,-0.03335184,-0.05552639,0,-41.15784,46.38892,-943.6647,0.751
8869,-0.03755948,0.04724606,0.3214024,-0.03639174,-0.05723673,0,-30.75693,40.72399,-947.7848,0.751
8874,-0.03754203,0.046897,0.3213151,-0.0385277,-0.05815644,0,-27.61221,46.17112,-948.3101,0.748
8882,-0.03771656,0.04653047,0.3211406,-0.04177646,-0.06006362,0,-40.35579,33.50314,-947.8673,0.749
8887,-0.03783874,0.04539602,0.3208788,-0.03189957,-0.03848139,0,-40.94421,35.57616,-948.1058,0.749
8892,-0.03783874,0.04539602,0.3208788,-0.03189957,-0.03848139,0,-40.94421,35.57616,-948.1058,0.749
8897,-0.03794346,0.0448026,0.3207043,-0.02268739,-0.02201941,0,-27.86058,33.5236,-949.2292,0.75
8902,-0.03794346,0.0448026,0.3207043,-0.02268739,-0.02201941,0,-27.86058,33.5236,-949.2292,0.75
8907,-0.03768166,0.04445354,0.3206344,-0.01400012,-0.0100681,0,-12.3758,25.27394,-956.2456,0.75
8912,-0.03768166,0.04445354,0.3206344,-0.01400012,-0.0100681,0,-12.3758,25.27394,-956.2456,0.75
8917,-0.03764675,0.04422664,0.3204599,-0.01585796,-0.03768782,0,-20.00433,16.91091,-955.0369,0.749
8922,-0.03764675,0.04422664,0.3204599,-0.01585796,-0.03768782,0,-20.00433,16.91091,-955.0369,0.749
8927,-0.03803072,0.04349361,0.3207915,-0.02183456,-0.1043119,0,-23.71264,45.84402,-958.3666,0.749
8932,-0.03801327,0.04307472,0.320774,-0.01559051,-0.08780486,0,-32.59634,45.25301,-957.6275,0.75
8937,-0.03794346,0.04286529,0.3206693,-0.009715319,-0.07330092,0,-22.49553,31.79757,-968.6072,0.75
8942,-0.03778638,0.04251622,0.3205821,-0.004259415,-0.06024338,0,-16.22157,32.57797,-974.4517,0.75
8947,-0.03778638,0.04232423,0.3202679,-0.001144347,-0.05451521,0,-23.05711,26.87002,-973.0719,0.75
8952,-0.03778638,0.04202753,0.3203377,0.002028529,-0.04908983,0,-14.1358,32.59707,-977.3643,0.75
8957,-0.03757694,0.04157374,0.3199712,0.004290652,-0.04435509,0,-34.4542,31.42856,-972.7949,0.75
8962,-0.0376293,0.0413643,0.3199887,0.005555272,-0.03400387,0,-16.8787,33.46674,-981.1171,0.75
8967,-0.03747222,0.04073599,0.3199188,0.006528405,-0.02473807,0,-25.59012,31.66069,-979.3779,0.75
8972,-0.03750712,0.04043928,0.319849,0.007604861,-0.01647734,0,-17.83246,29.33462,-979.3018,0.75
8977,-0.03743731,0.03967134,0.3199363,0.005426745,-0.01828411,0,-8.650095,39.34238,-979.6928,0.75
8982,-0.03729769,0.03904301,0.3196745,0.002884364,-0.02015426,0,-24.8423,36.35251,-970.3781,0.75
8987,-0.03715806,0.03827507,0.3197792,0.0005767456,-0.02194157,0,-16.72062,39.43171,-980.9035,0.751
8992,-0.03691372,0.0374024,0.3195698,0.0005298209,-0.01632722,0,-35.99282,40.60187,-975.2717,0.748
8997,-0.03687881,0.03675663,0.3198141,9.128663E-05,-0.0121464,0,-27.40133,30.5491,-981.3159,0.748
9002,-0.03656465,0.03565707,0.319692,-0.0002285042,-0.008344138,0,-27.13743,31.74643,-976.724,0.748
9009,-0.03670427,0.03513348,0.3196571,-0.0003017977,-0.005031311,0,-19.28635,28.04534,-969.3532,0.748
9013,-0.0365472,0.03417354,0.3197792,-0.002255947,-0.006996217,0,-9.995137,33.05426,-975.5444,0.748
9018,-0.03645993,0.03345796,0.3196047,-0.004428647,-0.008956579,0,-20.48302,32.9164,-971.0826,0.748
9023,-0.03645993,0.03345796,0.3196047,-0.004428647,-0.008956579,0,-20.48302,32.9164,-971.0826,0.748
9028,-0.03572689,0.03173009,0.3196571,-0.008252626,-0.01268749,0,-21.73058,32.33743,-982.9155,0.748
9033,-0.03544763,0.03103195,0.319692,-0.009245935,-0.01380528,0,-9.80672,27.7614,-985.2123,0.744
9038,-0.0349764,0.03015929,0.3195523,-0.0110208,-0.01580692,0,-10.05125,28.568,-983.0788,0.744
9043,-0.03474951,0.02963569,0.3194127,-0.01286381,-0.01791416,0,-14.11827,23.62669,-977.4433,0.744
9048,-0.03474951,0.02963569,0.3194127,-0.01286381,-0.01791416,0,-14.11827,23.62669,-977.4433,0.744
9053,-0.034191,0.02837905,0.3189065,-0.01612714,-0.0213919,0,-13.69763,38.74636,-981.7908,0.744
9058,-0.03391175,0.027838,0.3188019,-0.01747477,-0.02306357,0,1.887081,38.96344,-989.592,0.744
9063,-0.03370231,0.02713987,0.3188367,-0.01923641,-0.02481158,0,-16.22455,35.29028,-984.4645,0.744
9068,-0.0334056,0.02663372,0.3188891,-0.02075692,-0.02666044,0,-7.622386,30.41263,-984.4628,0.744
9073,-0.03282964,0.02591814,0.319116,-0.02237191,-0.02852743,0,-12.65468,28.40331,-988.2246,0.743
9078,-0.03241076,0.02539454,0.3191858,-0.02406328,-0.03036619,0,-17.19007,28.6142,-985.0616,0.743
9083,-0.03241076,0.02539454,0.3191858,-0.02406328,-0.03036619,0,-17.19007,28.6142,-985.0616,0.743
9088,-0.03132866,0.02431244,0.3199712,-0.02676397,-0.03347365,0,-11.98421,35.3959,-987.4719,0.743
9093,-0.03056072,0.0238412,0.3201981,-0.02784176,-0.03498934,0,4.452931,37.2378,-993.22,0.743
9098,-0.02986258,0.02321288,0.3204599,-0.02922874,-0.03642129,0,-9.45236,39.00037,-993.3187,0.743
9103,-0.02935644,0.02284636,0.3200759,-0.03056444,-0.03803306,0,-9.159476,31.36705,-994.485,0.743
9108,-0.02893756,0.02232276,0.3199712,-0.03175732,-0.03953593,0,-4.045237,34.40797,-1001.398,0.743
9113,-0.02893756,0.02232276,0.3199712,-0.03175732,-0.03953593,0,-4.045237,34.40797,-1001.398,0.743
9118,-0.02858849,0.02188643,0.3195873,-0.03285168,-0.04053083,0,-16.67634,34.85472,-997.8384,0.74
9123,-0.02823943,0.0214501,0.3194651,-0.03391146,-0.04194174,0,0.007589549,37.2512,-999.8081,0.74
9128,-0.02752384,0.02047271,0.318924,-0.03646348,-0.04453945,0,-8.469615,39.41438,-990.3373,0.74
9133,-0.02707006,0.0198793,0.3188367,-0.03766008,-0.04577319,0,-9.045895,41.56066,-992.0527,0.74
9138,-0.02673844,0.01954769,0.3186622,-0.03899647,-0.04725597,0,-15.81883,30.68597,-988.2318,0.74
9144,-0.02619739,0.01918117,0.3188367,-0.04006251,-0.04867366,0,-4.844014,31.72862,-992.2814,0.74
9149,-0.02555162,0.01890191,0.3188367,-0.04127292,-0.05000212,0,-11.77031,34.22798,-989.3387,0.74
9155,-0.02515019,0.0188321,0.3188891,-0.03459363,-0.05513817,0,-10.63728,30.93662,-988.7968,0.737
9160,-0.02457424,0.01850049,0.3188891,-0.02888192,-0.0597338,0,-11.46541,46.23969,-989.0247,0.737
9165,-0.02422517,0.01841322,0.3188019,-0.02401364,-0.06405018,0,-22.92765,37.71112,-987.9643,0.737
9170,-0.02356195,0.01823869,0.3189415,-0.01939076,-0.06777673,0,-12.46495,42.61121,-990.7657,0.737
9175,-0.02298599,0.01790708,0.3189589,-0.01991383,-0.05695057,0,-20.06103,41.77038,-990.472,0.737
9180,-0.02232276,0.01781981,0.3189415,-0.02025859,-0.04736945,0,-15.38595,34.94828,-993.1573,0.737
9185,-0.0217119,0.01733112,0.318924,-0.02056517,-0.03853825,0,-16.02598,43.07798,-993.9802,0.737
9190,-0.02131047,0.01713913,0.3185051,-0.02152084,-0.03573303,0,-26.03525,39.53743,-994.0235,0.736
9195,-0.02083923,0.01684243,0.3184004,-0.02209939,-0.03312093,0,-16.03732,40.52878,-993.8659,0.736
9200,-0.02038545,0.016441,0.3180688,-0.02280498,-0.03074502,0,-23.4408,42.69015,-993.3731,0.736
9205,-0.01989675,0.01619666,0.3180513,-0.02404353,-0.0317535,0,-18.15515,37.3375,-993.1395,0.736
9210,-0.01937315,0.01549852,0.3179292,-0.02509329,-0.03256656,0,-11.87611,44.2126,-995.6312,0.736
9216,-0.01914626,0.01523673,0.3177546,-0.02616484,-0.03351153,0,-13.73439,38.13524,-993.9803,0.736
9221,-0.0188321,0.0145735,0.3178245,-0.02701881,-0.03436505,0,-5.819331,40.8985,-996.0594,0.736
9226,-0.01864012,0.0140499,0.317807,-0.02792563,-0.03522398,0,-9.328126,40.25122,-996.0046,0.736
9231,-0.01815142,0.01356121,0.3179641,-0.02879444,-0.03620927,0,-8.58423,33.87856,-997.5024,0.736
9236,-0.01754056,0.01279326,0.3180688,-0.02952579,-0.03693018,0,-5.82669,41.78354,-999.9932,0.735
9241,-0.01708677,0.01240929,0.3181211,-0.03025866,-0.03783627,0,-5.644514,35.02094,-998.1481,0.735
9246,-0.01647591,0.01185079,0.3181037,-0.03065252,-0.03858313,0,6.879281,40.18784,-998.5165,0.735
9251,-0.01616175,0.01143191,0.3180164,-0.03127461,-0.03934142,0,-3.487141,38.99929,-995.9249,0.735
9256,-0.01560324,0.01108284,0.3176499,-0.03181217,-0.04009339,0,-1.295506,38.44571,-1000.091,0.735
9261,-0.01530654,0.01062906,0.3174928,-0.03251634,-0.0406451,0,-8.741093,45.59402,-1000.114,0.735
9266,-0.01488766,0.01022763,0.3172659,-0.03321002,-0.04134312,0,-9.288799,38.82778,-1001.014,0.735
9271,-0.01452114,0.00954695,0.317423,-0.03365145,-0.04178008,0,0.166881,48.12216,-1000.193,0.735
9276,-0.01417207,0.008796459,0.3175976,-0.03408666,-0.04232644,0,-2.265133,41.01914,-994.8697,0.734
9281,-0.01366593,0.008133234,0.3177023,-0.03442733,-0.04287416,0,1.316963,41.89156,-997.9002,0.734
9286,-0.01324705,0.007243116,0.3179815,-0.03493397,-0.04332594,0,-6.958347,44.67204,-997.2988,0.734
9291,-0.01279326,0.006719518,0.3179292,-0.03535064,-0.04393248,0,-5.051057,37.83569,-1001.165,0.734
9296,-0.01242674,0.005846853,0.3181561,-0.0357234,-0.04433686,0,-4.591841,44.83876,-1003.401,0.734
9301,-0.01209513,0.005131268,0.3177896,-0.03613207,-0.04495693,0,-8.655214,36.22311,-1000.376,0.734
9306,-0.01188569,0.004485496,0.3175452,-0.03638365,-0.04547942,0,-3.412924,39.44478,-1005.045,0.734
9311,-0.01157153,0.003735005,0.3174405,-0.03680039,-0.0461575,0,-11.49943,32.16034,-1001.653,0.734
9316,-0.01118756,0.003211406,0.3174405,-0.0370131,-0.04680864,0,-3.765442,33.26476,-1007.255,0.735
9321,-0.01073377,0.002443461,0.3179292,-0.03703272,-0.04725067,0,3.032554,38.97793,-1009.212,0.735
9326,-0.01033235,0.001797689,0.3180688,-0.03711155,-0.0477648,0,-1.342708,35.69094,-1006.544,0.735
9331,-0.009983283,0.001151917,0.3182259,-0.03705503,-0.04815022,0,2.857015,40.18819,-1009.364,0.735
9336,-0.009791297,0.0005759586,0.3184702,-0.03736553,-0.04865791,0,-13.09643,34.66642,-1002.612,0.735
9341,-0.009285152,8.726646E-05,0.3186273,-0.0375362,-0.04916089,0,-8.580083,33.7788,-1003.593,0.735
9346,-0.008918632,-0.0005235987,0.3190636,-0.03783776,-0.04942288,0,-14.70217,42.42075,-1001.107,0.735
9351,-0.0084823,-0.001151917,0.3190986,-0.03792482,-0.04955052,0,-8.042953,47.52502,-999.508,0.735
9356,-0.008360127,-0.001692969,0.3190113,-0.03794516,-0.0494988,0,-6.384483,53.64573,-997.7047,0.735
9361,-0.008342673,-0.002268928,0.318924,-0.03812912,-0.04945968,0,-14.44614,54.48227,-993.3021,0.735
9366,-0.008255407,-0.002565634,0.3186797,-0.03804468,-0.04948993,0,-4.362386,51.71686,-993.5353,0.735
9371,-0.008272861,-0.003001966,0.3188542,-0.03822487,-0.04951769,0,-15.27206,51.22392,-993.7302,0.735
9376,-0.007993608,-0.003438299,0.3188542,-0.03811796,-0.04962268,0,-4.797469,47.60326,-995.9519,0.735
9381,-0.008080875,-0.003874631,0.3190287,-0.03802377,-0.04978717,0,-5.839096,45.23543,-997.3565,0.735
9386,-0.007853981,-0.004328417,0.3191509,-0.03989415,-0.05199582,0,-7.83591,40.40878,-993.5656,0.735
